timestamp_s,timestamp_us,power,voltage,current
1774832247,853957,0.105405,3.238750,0.032537
1774832247,918158,0.105282,3.238750,0.032523
1774832247,982360,0.105282,3.238750,0.032513
1774832248,46592,0.105282,3.238750,0.032503
1774832248,110794,0.105282,3.238750,0.032484
1774832248,175026,0.105282,3.238750,0.032474
1774832248,239227,0.105160,3.238750,0.032464
1774832248,303459,0.105038,3.238750,0.032459
1774832248,367661,0.105038,3.238750,0.032449
1774832248,431862,0.105038,3.238750,0.032445
1774832248,496094,0.105038,3.238750,0.032449
1774832248,560296,0.105038,3.238750,0.032445
1774832248,624497,0.105038,3.238750,0.032440
1774832248,688729,0.105282,3.237500,0.032493
1774832248,752931,0.105282,3.238750,0.032498
1774832248,817133,0.106382,3.238750,0.032850
1774832248,881365,0.105405,3.238750,0.032542
1774832248,945566,0.105282,3.238750,0.032528
1774832249,9768,0.105282,3.238750,0.032513
1774832249,74000,0.105282,3.238750,0.032503
1774832249,138201,0.105282,3.238750,0.032493
1774832249,202433,0.105282,3.238750,0.032484
1774832249,266635,0.105282,3.238750,0.032469
1774832249,330836,0.105038,3.238750,0.032459
1774832249,395068,0.105038,3.237500,0.032459
1774832249,459270,0.105038,3.238750,0.032454
1774832249,523472,0.105038,3.238750,0.032454
1774832249,587704,0.105038,3.238750,0.032459
1774832249,651905,0.105038,3.238750,0.032449
1774832249,716107,0.105038,3.238750,0.032454
1774832249,780339,0.105160,3.238750,0.032459
1774832249,844540,0.105405,3.238750,0.032537
1774832249,908742,0.105282,3.238750,0.032523
1774832249,972974,0.105282,3.238750,0.032513
1774832250,37206,0.105282,3.238750,0.032503
1774832250,101408,0.105282,3.238750,0.032489
1774832250,165609,0.105160,3.237500,0.032474
1774832250,229841,0.105160,3.238750,0.032464
1774832250,294043,0.105038,3.238750,0.032454
1774832250,358244,0.105038,3.238750,0.032449
1774832250,422476,0.105038,3.238750,0.032445
1774832250,486678,0.105038,3.238750,0.032445
1774832250,550879,0.105038,3.238750,0.032445
1774832250,615111,0.105282,3.238750,0.032503
1774832250,679313,0.105282,3.238750,0.032493
1774832250,743515,0.105282,3.238750,0.032479
1774832250,807747,0.106382,3.238750,0.032835
1774832250,871948,0.105282,3.238750,0.032523
1774832250,936150,0.105282,3.238750,0.032518
1774832251,382,0.105282,3.238750,0.032508
1774832251,64583,0.105282,3.238750,0.032493
1774832251,128815,0.105282,3.237500,0.032484
1774832251,193017,0.105160,3.238750,0.032469
1774832251,257218,0.105038,3.238750,0.032459
1774832251,321450,0.105038,3.238750,0.032454
1774832251,385652,0.105038,3.238750,0.032449
1774832251,449854,0.105038,3.238750,0.032445
1774832251,514086,0.105038,3.238750,0.032445
1774832251,578287,0.105160,3.238750,0.032464
1774832251,642489,0.105282,3.238750,0.032503
1774832251,706721,0.105282,3.237500,0.032493
1774832251,770922,0.105282,3.238750,0.032479
1774832251,835124,0.106382,3.238750,0.032860
1774832251,899356,0.105282,3.238750,0.032523
1774832251,963588,0.105282,3.238750,0.032513
1774832252,27789,0.105282,3.238750,0.032503
1774832252,91991,0.105282,3.238750,0.032489
1774832252,156223,0.105282,3.238750,0.032484
1774832252,220425,0.105038,3.238750,0.032464
1774832252,284626,0.105160,3.238750,0.032459
1774832252,348858,0.105038,3.238750,0.032449
1774832252,413060,0.105282,3.238750,0.032513
1774832252,477261,0.105282,3.238750,0.032508
1774832252,541493,0.105282,3.238750,0.032489
1774832252,605695,0.105160,3.238750,0.032474
1774832252,669896,0.105160,3.238750,0.032464
1774832252,734129,0.105038,3.238750,0.032454
1774832252,798330,0.105160,3.237500,0.032484
1774832252,862532,0.105405,3.238750,0.032537
1774832252,926764,0.105282,3.238750,0.032528
1774832252,990965,0.105282,3.238750,0.032513
1774832253,55197,0.105282,3.238750,0.032503
1774832253,119399,0.105282,3.238750,0.032489
1774832253,183600,0.105282,3.238750,0.032479
1774832253,247832,0.105282,3.238750,0.032469
1774832253,312034,0.105038,3.238750,0.032454
1774832253,376235,0.105038,3.238750,0.032449
1774832253,440468,0.105038,3.238750,0.032449
1774832253,504669,0.105038,3.238750,0.032445
1774832253,568871,0.105038,3.238750,0.032445
1774832253,633103,0.105038,3.238750,0.032440
1774832253,697304,0.105038,3.238750,0.032445
1774832253,761536,0.105038,3.238750,0.032445
1774832253,825738,0.105282,3.238750,0.032528
1774832253,889970,0.105282,3.238750,0.032533
1774832253,954171,0.105282,3.238750,0.032523
1774832254,18373,0.105282,3.238750,0.032508
1774832254,82605,0.105282,3.238750,0.032493
1774832254,146807,0.105282,3.238750,0.032484
1774832254,211008,0.105282,3.238750,0.032469
1774832254,275240,0.105038,3.238750,0.032464
1774832254,339442,0.105038,3.238750,0.032454
1774832254,403643,0.105038,3.238750,0.032449
1774832254,467875,0.105038,3.238750,0.032454
1774832254,532077,0.105038,3.238750,0.032445
1774832254,596278,0.105038,3.238750,0.032449
1774832254,660510,0.105038,3.238750,0.032445
1774832254,724712,0.105038,3.238750,0.032445
1774832254,788914,0.106260,3.237500,0.032791
1774832254,853146,0.105405,3.238750,0.032537
1774832254,917347,0.105282,3.238750,0.032523
1774832254,981549,0.105282,3.238750,0.032508
1774832255,45781,0.105282,3.238750,0.032498
1774832255,109982,0.105282,3.238750,0.032489
1774832255,174214,0.105282,3.238750,0.032474
1774832255,238416,0.105038,3.238750,0.032459
1774832255,302617,0.105038,3.238750,0.032449
1774832255,366849,0.105038,3.238750,0.032445
1774832255,431051,0.105038,3.238750,0.032445
1774832255,495253,0.105038,3.238750,0.032440
1774832255,559485,0.105038,3.238750,0.032440
1774832255,623686,0.105038,3.238750,0.032435
1774832255,687918,0.105038,3.238750,0.032440
1774832255,752120,0.105282,3.238750,0.032489
1774832255,816352,0.105893,3.238750,0.032684
1774832255,880553,0.105405,3.238750,0.032537
1774832255,944755,0.105282,3.238750,0.032518
1774832256,8987,0.105282,3.238750,0.032508
1774832256,73189,0.105282,3.238750,0.032493
1774832256,137390,0.105282,3.238750,0.032484
1774832256,201622,0.105282,3.238750,0.032474
1774832256,265824,0.105038,3.238750,0.032459
1774832256,330025,0.105038,3.238750,0.032449
1774832256,394257,0.105038,3.238750,0.032449
1774832256,458459,0.105038,3.238750,0.032445
1774832256,522660,0.105038,3.238750,0.032449
1774832256,586892,0.105038,3.238750,0.032445
1774832256,651094,0.105038,3.238750,0.032440
1774832256,715295,0.105038,3.238750,0.032445
1774832256,779528,0.105038,3.238750,0.032454
1774832256,843729,0.105405,3.238750,0.032547
1774832256,907961,0.105405,3.238750,0.032528
1774832256,972163,0.105282,3.238750,0.032518
1774832257,36364,0.105282,3.238750,0.032508
1774832257,100596,0.105282,3.238750,0.032493
1774832257,164798,0.105160,3.238750,0.032484
1774832257,228999,0.105160,3.238750,0.032469
1774832257,293231,0.105038,3.238750,0.032459
1774832257,357433,0.105038,3.238750,0.032449
1774832257,421635,0.105038,3.237500,0.032454
1774832257,485867,0.105038,3.238750,0.032445
1774832257,550068,0.105038,3.238750,0.032449
1774832257,614300,0.105038,3.238750,0.032445
1774832257,678502,0.105038,3.238750,0.032445
1774832257,742703,0.105038,3.238750,0.032445
1774832257,806935,0.106260,3.238750,0.032826
1774832257,871137,0.105405,3.238750,0.032542
1774832257,935369,0.105282,3.238750,0.032537
1774832257,999570,0.105282,3.237500,0.032523
1774832258,63772,0.105282,3.238750,0.032508
1774832258,128004,0.105282,3.238750,0.032498
1774832258,192206,0.105282,3.238750,0.032484
1774832258,256407,0.105282,3.238750,0.032474
1774832258,320639,0.105038,3.238750,0.032464
1774832258,384841,0.105038,3.238750,0.032459
1774832258,449042,0.105038,3.238750,0.032459
1774832258,513274,0.105038,3.238750,0.032459
1774832258,577476,0.105038,3.238750,0.032459
1774832258,641677,0.105038,3.238750,0.032454
1774832258,705909,0.105038,3.238750,0.032454
1774832258,770111,0.105038,3.238750,0.032454
1774832258,834313,0.106382,3.238750,0.032865
1774832258,898545,0.105405,3.238750,0.032542
1774832258,962746,0.105405,3.238750,0.032533
1774832259,26948,0.105282,3.238750,0.032518
1774832259,91180,0.105282,3.237500,0.032503
1774832259,155381,0.105282,3.238750,0.032493
1774832259,219583,0.105282,3.238750,0.032479
1774832259,283815,0.105282,3.238750,0.032469
1774832259,348047,0.105160,3.238750,0.032464
1774832259,412249,0.105038,3.237500,0.032454
1774832259,476450,0.105038,3.238750,0.032459
1774832259,540682,0.105038,3.238750,0.032454
1774832259,604884,0.105038,3.238750,0.032454
1774832259,669085,0.105038,3.238750,0.032454
1774832259,733317,0.105038,3.237500,0.032454
1774832259,797519,0.105160,3.238750,0.032484
1774832259,861720,0.105405,3.238750,0.032537
1774832259,925952,0.105282,3.238750,0.032523
1774832259,990154,0.105282,3.238750,0.032513
1774832260,54355,0.105282,3.238750,0.032498
1774832260,118588,0.105282,3.238750,0.032484
1774832260,182789,0.105160,3.238750,0.032474
1774832260,246991,0.105038,3.238750,0.032464
1774832260,311223,0.105038,3.238750,0.032454
1774832260,375424,0.105038,3.238750,0.032445
1774832260,439626,0.105038,3.238750,0.032440
1774832260,503858,0.105038,3.238750,0.032440
1774832260,568059,0.105038,3.238750,0.032445
1774832260,632261,0.105038,3.238750,0.032445
1774832260,696493,0.105160,3.238750,0.032479
1774832260,760695,0.105282,3.238750,0.032513
1774832260,824927,0.105405,3.238750,0.032528
1774832260,889128,0.105282,3.238750,0.032528
1774832260,953330,0.105282,3.238750,0.032513
1774832261,17562,0.105282,3.237500,0.032503
1774832261,81763,0.105282,3.238750,0.032489
1774832261,145965,0.105282,3.238750,0.032479
1774832261,210197,0.105038,3.237500,0.032464
1774832261,274398,0.105038,3.238750,0.032449
1774832261,338630,0.105160,3.238750,0.032479
1774832261,402832,0.105282,3.238750,0.032503
1774832261,467064,0.105282,3.238750,0.032493
1774832261,531266,0.105282,3.238750,0.032479
1774832261,595467,0.105160,3.238750,0.032469
1774832261,659699,0.105038,3.238750,0.032454
1774832261,723901,0.105160,3.238750,0.032484
1774832261,788102,0.106382,3.238750,0.032826
1774832261,852334,0.105405,3.238750,0.032537
1774832261,916536,0.105282,3.238750,0.032518
1774832261,980737,0.105282,3.238750,0.032508
1774832262,44969,0.105282,3.238750,0.032498
1774832262,109171,0.105282,3.238750,0.032484
1774832262,173373,0.105282,3.238750,0.032474
1774832262,237605,0.105038,3.238750,0.032464
1774832262,301806,0.105038,3.238750,0.032449
1774832262,366008,0.105038,3.238750,0.032445
1774832262,430240,0.105038,3.238750,0.032440
1774832262,494441,0.105160,3.238750,0.032459
1774832262,558643,0.105282,3.238750,0.032508
1774832262,622875,0.105282,3.238750,0.032493
1774832262,687076,0.105282,3.238750,0.032484
1774832262,751278,0.105160,3.238750,0.032469
1774832262,815510,0.105282,3.238750,0.032518
1774832262,879712,0.105405,3.238750,0.032542
1774832262,943913,0.105282,3.237500,0.032537
1774832263,8145,0.105282,3.238750,0.032523
1774832263,72377,0.105282,3.238750,0.032513
1774832263,136579,0.105282,3.238750,0.032508
1774832263,200780,0.105282,3.238750,0.032498
1774832263,265012,0.105282,3.238750,0.032513
1774832263,329214,0.105405,3.238750,0.032537
1774832263,393415,0.105405,3.238750,0.032572
1774832263,457648,0.105649,3.238750,0.032606
1774832263,521849,0.105771,3.238750,0.032645
1774832263,586051,0.106015,3.237500,0.032757
1774832263,650283,0.106260,3.237500,0.032796
1774832263,714484,0.106260,3.237500,0.032826
1774832263,778686,0.106504,3.237500,0.032865
1774832263,842918,0.106015,3.237500,0.032747
1774832263,907119,0.105771,3.238750,0.032655
1774832263,971351,0.105649,3.238750,0.032625
1774832264,35553,0.105649,3.238750,0.032606
1774832264,99755,0.105527,3.238750,0.032586
1774832264,163987,0.105405,3.238750,0.032567
1774832264,228188,0.105405,3.238750,0.032547
1774832264,292390,0.105282,3.238750,0.032523
1774832264,356622,0.105282,3.238750,0.032513
1774832264,420823,0.105282,3.238750,0.032503
1774832264,485025,0.105282,3.238750,0.032498
1774832264,549257,0.105282,3.237500,0.032493
1774832264,613458,0.105282,3.238750,0.032489
1774832264,677660,0.105282,3.238750,0.032489
1774832264,741892,0.105282,3.238750,0.032479
1774832264,806094,0.106382,3.238750,0.032845
1774832264,870295,0.105405,3.238750,0.032562
1774832264,934527,0.105405,3.238750,0.032542
1774832264,998759,0.105282,3.238750,0.032528
1774832265,62961,0.105282,3.238750,0.032513
1774832265,127162,0.105282,3.238750,0.032503
1774832265,191394,0.105282,3.238750,0.032484
1774832265,255596,0.105160,3.238750,0.032474
1774832265,319797,0.105160,3.238750,0.032464
1774832265,384029,0.105160,3.238750,0.032459
1774832265,448231,0.105038,3.237500,0.032454
1774832265,512433,0.105038,3.238750,0.032459
1774832265,576665,0.105038,3.238750,0.032459
1774832265,640866,0.105038,3.238750,0.032454
1774832265,705068,0.105038,3.238750,0.032454
1774832265,769300,0.105038,3.238750,0.032454
1774832265,833501,0.106382,3.238750,0.032855
1774832265,897703,0.105405,3.238750,0.032537
1774832265,961935,0.105282,3.238750,0.032518
1774832266,26136,0.105282,3.238750,0.032508
1774832266,90338,0.105282,3.238750,0.032493
1774832266,154570,0.105282,3.238750,0.032479
1774832266,218772,0.105160,3.238750,0.032469
1774832266,282973,0.105038,3.238750,0.032459
1774832266,347205,0.105038,3.238750,0.032449
1774832266,411407,0.105038,3.238750,0.032449
1774832266,475608,0.105282,3.238750,0.032513
1774832266,539840,0.105282,3.238750,0.032503
1774832266,604042,0.105282,3.238750,0.032489
1774832266,668243,0.105282,3.238750,0.032479
1774832266,732475,0.105160,3.238750,0.032464
1774832266,796708,0.105160,3.238750,0.032489
1774832266,860909,0.105405,3.237500,0.032547
1774832266,925111,0.105405,3.238750,0.032537
1774832266,989343,0.105282,3.238750,0.032518
1774832267,53544,0.105282,3.238750,0.032508
1774832267,117746,0.105282,3.238750,0.032498
1774832267,181978,0.105282,3.238750,0.032489
1774832267,246179,0.105282,3.238750,0.032474
1774832267,310381,0.105038,3.238750,0.032464
1774832267,374613,0.105038,3.238750,0.032459
1774832267,438815,0.105038,3.238750,0.032454
1774832267,503016,0.105038,3.238750,0.032454
1774832267,567248,0.105038,3.238750,0.032459
1774832267,631450,0.105038,3.238750,0.032454
1774832267,695651,0.105038,3.238750,0.032454
1774832267,759883,0.105038,3.238750,0.032454
1774832267,824085,0.106382,3.238750,0.032850
1774832267,888286,0.105405,3.238750,0.032537
1774832267,952518,0.105405,3.238750,0.032528
1774832268,16720,0.105282,3.238750,0.032513
1774832268,80952,0.105282,3.238750,0.032498
1774832268,145154,0.105282,3.238750,0.032489
1774832268,209355,0.105282,3.238750,0.032474
1774832268,273587,0.105160,3.238750,0.032459
1774832268,337789,0.105038,3.238750,0.032459
1774832268,401990,0.105038,3.238750,0.032449
1774832268,466222,0.105038,3.238750,0.032454
1774832268,530424,0.105038,3.238750,0.032449
1774832268,594625,0.105038,3.238750,0.032449
1774832268,658857,0.105038,3.238750,0.032449
1774832268,723059,0.105038,3.238750,0.032449
1774832268,787291,0.106137,3.238750,0.032791
1774832268,851493,0.105405,3.238750,0.032547
1774832268,915725,0.105282,3.238750,0.032533
1774832268,979926,0.105282,3.238750,0.032523
1774832269,44128,0.105282,3.238750,0.032508
1774832269,108360,0.105282,3.238750,0.032498
1774832269,172561,0.105282,3.238750,0.032489
1774832269,236763,0.105282,3.238750,0.032474
1774832269,300995,0.105160,3.238750,0.032464
1774832269,365196,0.105038,3.238750,0.032454
1774832269,429398,0.105038,3.238750,0.032454
1774832269,493630,0.105038,3.238750,0.032449
1774832269,557832,0.105038,3.238750,0.032454
1774832269,622033,0.105038,3.238750,0.032449
1774832269,686265,0.105038,3.238750,0.032449
1774832269,750467,0.105038,3.238750,0.032449
1774832269,814668,0.105282,3.237500,0.032503
1774832269,878900,0.105282,3.237500,0.032537
1774832269,943102,0.105282,3.238750,0.032523
1774832270,7303,0.105282,3.238750,0.032513
1774832270,71536,0.105282,3.238750,0.032498
1774832270,135737,0.105282,3.238750,0.032489
1774832270,199939,0.105160,3.238750,0.032474
1774832270,264171,0.105038,3.238750,0.032459
1774832270,328372,0.105038,3.238750,0.032454
1774832270,392574,0.105160,3.238750,0.032474
1774832270,456806,0.105282,3.238750,0.032513
1774832270,521038,0.105282,3.238750,0.032498
1774832270,585239,0.105282,3.238750,0.032484
1774832270,649441,0.105160,3.238750,0.032469
1774832270,713673,0.105038,3.238750,0.032459
1774832270,777875,0.105160,3.238750,0.032469
1774832270,842076,0.105282,3.238750,0.032533
1774832270,906308,0.105282,3.238750,0.032528
1774832270,970510,0.105282,3.238750,0.032508
1774832271,34711,0.105282,3.238750,0.032498
1774832271,98943,0.105282,3.238750,0.032489
1774832271,163145,0.105282,3.238750,0.032474
1774832271,227346,0.105038,3.238750,0.032464
1774832271,291578,0.105038,3.238750,0.032454
1774832271,355780,0.105038,3.238750,0.032445
1774832271,419982,0.105038,3.238750,0.032445
1774832271,484214,0.105038,3.237500,0.032445
1774832271,548415,0.105282,3.238750,0.032508
1774832271,612617,0.105282,3.238750,0.032493
1774832271,676849,0.105282,3.238750,0.032484
1774832271,741050,0.105160,3.238750,0.032474
1774832271,805282,0.106260,3.237500,0.032826
1774832271,869484,0.105282,3.238750,0.032533
1774832271,933685,0.105282,3.238750,0.032523
1774832271,997917,0.105282,3.238750,0.032513
1774832272,62119,0.105282,3.238750,0.032498
1774832272,126321,0.105282,3.238750,0.032484
1774832272,190553,0.105282,3.238750,0.032479
1774832272,254754,0.105038,3.238750,0.032459
1774832272,318956,0.105038,3.238750,0.032454
1774832272,383188,0.105160,3.238750,0.032469
1774832272,447389,0.105282,3.238750,0.032503
1774832272,511621,0.105282,3.238750,0.032489
1774832272,575823,0.105160,3.237500,0.032479
1774832272,640055,0.105160,3.238750,0.032464
1774832272,704256,0.105038,3.238750,0.032454
1774832272,768458,0.105160,3.237500,0.032484
1774832272,832690,0.106137,3.238750,0.032787
1774832272,896892,0.105405,3.238750,0.032533
1774832272,961093,0.105282,3.238750,0.032518
1774832273,25325,0.105282,3.238750,0.032508
1774832273,89527,0.105282,3.237500,0.032493
1774832273,153728,0.105282,3.238750,0.032479
1774832273,217960,0.105160,3.238750,0.032474
1774832273,282162,0.105038,3.238750,0.032454
1774832273,346363,0.105038,3.238750,0.032449
1774832273,410596,0.105038,3.238750,0.032449
1774832273,474797,0.105038,3.238750,0.032445
1774832273,538999,0.105038,3.238750,0.032445
1774832273,603231,0.105038,3.238750,0.032445
1774832273,667432,0.105160,3.238750,0.032479
1774832273,731634,0.105282,3.238750,0.032508
1774832273,795866,0.105282,3.237500,0.032508
1774832273,860067,0.105405,3.238750,0.032542
1774832273,924269,0.105405,3.238750,0.032533
1774832273,988501,0.105282,3.238750,0.032518
1774832274,52702,0.105282,3.238750,0.032508
1774832274,116904,0.105282,3.238750,0.032498
1774832274,181136,0.105282,3.238750,0.032479
1774832274,245368,0.105282,3.238750,0.032474
1774832274,309570,0.105160,3.238750,0.032464
1774832274,373771,0.105038,3.238750,0.032459
1774832274,438003,0.105038,3.238750,0.032454
1774832274,502205,0.105038,3.238750,0.032459
1774832274,566406,0.105038,3.238750,0.032454
1774832274,630638,0.105038,3.238750,0.032454
1774832274,694840,0.105038,3.238750,0.032454
1774832274,759042,0.105038,3.238750,0.032449
1774832274,823274,0.106382,3.238750,0.032850
1774832274,887475,0.105405,3.238750,0.032542
1774832274,951677,0.105282,3.237500,0.032528
1774832275,15909,0.105282,3.238750,0.032508
1774832275,80110,0.105282,3.238750,0.032503
1774832275,144312,0.105282,3.238750,0.032489
1774832275,208544,0.105282,3.238750,0.032479
1774832275,272745,0.105160,3.238750,0.032464
1774832275,336977,0.105038,3.238750,0.032459
1774832275,401179,0.105038,3.238750,0.032454
1774832275,465381,0.105038,3.238750,0.032454
1774832275,529613,0.105038,3.238750,0.032449
1774832275,593814,0.105038,3.238750,0.032449
1774832275,658016,0.105038,3.238750,0.032449
1774832275,722248,0.105038,3.238750,0.032449
1774832275,786449,0.106137,3.238750,0.032791
1774832275,850651,0.105405,3.238750,0.032537
1774832275,914883,0.105282,3.238750,0.032523
1774832275,979084,0.105282,3.238750,0.032508
1774832276,43286,0.105282,3.238750,0.032498
1774832276,107518,0.105282,3.238750,0.032489
1774832276,171720,0.105282,3.238750,0.032479
1774832276,235952,0.105038,3.238750,0.032464
1774832276,300153,0.105038,3.238750,0.032454
1774832276,364385,0.105038,3.238750,0.032445
1774832276,428587,0.105038,3.238750,0.032445
1774832276,492788,0.105038,3.238750,0.032445
1774832276,557020,0.105038,3.238750,0.032445
1774832276,621222,0.105038,3.238750,0.032445
1774832276,685423,0.105038,3.238750,0.032440
1774832276,749656,0.105282,3.238750,0.032513
1774832276,813857,0.105282,3.238750,0.032518
1774832276,878059,0.105405,3.238750,0.032537
1774832276,942291,0.105282,3.238750,0.032523
1774832277,6492,0.105282,3.238750,0.032508
1774832277,70694,0.105282,3.238750,0.032498
1774832277,134926,0.105282,3.238750,0.032484
1774832277,199127,0.105160,3.238750,0.032469
1774832277,263329,0.105160,3.238750,0.032464
1774832277,327561,0.105038,3.238750,0.032454
1774832277,391762,0.105038,3.238750,0.032445
1774832277,455964,0.105038,3.238750,0.032445
1774832277,520196,0.105038,3.238750,0.032445
1774832277,584398,0.105160,3.238750,0.032474
1774832277,648599,0.105282,3.238750,0.032508
1774832277,712831,0.105282,3.238750,0.032493
1774832277,777033,0.105282,3.238750,0.032493
1774832277,841265,0.105405,3.238750,0.032547
1774832277,905466,0.105282,3.238750,0.032528
1774832277,969698,0.105282,3.238750,0.032523
1774832278,33900,0.105282,3.238750,0.032508
1774832278,98102,0.105282,3.238750,0.032498
1774832278,162334,0.105282,3.238750,0.032484
1774832278,226535,0.105282,3.238750,0.032469
1774832278,290737,0.105160,3.238750,0.032464
1774832278,354969,0.105038,3.238750,0.032454
1774832278,419170,0.105038,3.238750,0.032454
1774832278,483372,0.105038,3.238750,0.032454
1774832278,547604,0.105038,3.238750,0.032449
1774832278,611805,0.105038,3.238750,0.032449
1774832278,676007,0.105038,3.238750,0.032445
1774832278,740239,0.105038,3.238750,0.032449
1774832278,804441,0.106260,3.238750,0.032806
1774832278,868673,0.105405,3.238750,0.032533
1774832278,932874,0.105282,3.238750,0.032523
1774832278,997076,0.105282,3.238750,0.032513
1774832279,61308,0.105282,3.238750,0.032498
1774832279,125509,0.105282,3.238750,0.032489
1774832279,189711,0.105160,3.238750,0.032474
1774832279,253943,0.105160,3.238750,0.032464
1774832279,318144,0.105038,3.238750,0.032454
1774832279,382346,0.105038,3.238750,0.032449
1774832279,446578,0.105282,3.238750,0.032498
1774832279,510780,0.105282,3.238750,0.032498
1774832279,574981,0.105282,3.238750,0.032493
1774832279,639213,0.105282,3.238750,0.032474
1774832279,703415,0.105160,3.238750,0.032469
1774832279,767616,0.105038,3.238750,0.032454
1774832279,831848,0.105405,3.238750,0.032533
1774832279,896050,0.105282,3.237500,0.032537
1774832279,960282,0.105282,3.238750,0.032523
1774832280,24483,0.105282,3.238750,0.032513
1774832280,88716,0.105282,3.238750,0.032498
1774832280,152917,0.105282,3.238750,0.032484
1774832280,217119,0.105282,3.238750,0.032474
1774832280,281351,0.105160,3.238750,0.032459
1774832280,345552,0.105038,3.238750,0.032454
1774832280,409754,0.105038,3.238750,0.032449
1774832280,473986,0.105038,3.238750,0.032449
1774832280,538187,0.105038,3.238750,0.032449
1774832280,602389,0.105038,3.238750,0.032449
1774832280,666621,0.105038,3.238750,0.032449
1774832280,730822,0.105282,3.238750,0.032493
1774832280,795024,0.105282,3.238750,0.032508
1774832280,859256,0.105405,3.238750,0.032542
1774832280,923458,0.105282,3.238750,0.032528
1774832280,987659,0.105282,3.238750,0.032518
1774832281,51891,0.105282,3.238750,0.032503
1774832281,116093,0.105282,3.238750,0.032493
1774832281,180294,0.105282,3.238750,0.032479
1774832281,244526,0.105160,3.238750,0.032464
1774832281,308728,0.105038,3.238750,0.032459
1774832281,372929,0.105038,3.238750,0.032454
1774832281,437162,0.105038,3.238750,0.032454
1774832281,501363,0.105038,3.238750,0.032449
1774832281,565565,0.105038,3.238750,0.032454
1774832281,629797,0.105038,3.238750,0.032449
1774832281,694029,0.105282,3.238750,0.032503
1774832281,758230,0.105282,3.238750,0.032508
1774832281,822432,0.106504,3.238750,0.032860
1774832281,886664,0.105405,3.238750,0.032547
1774832281,950865,0.105282,3.238750,0.032528
1774832282,15067,0.105282,3.238750,0.032518
1774832282,79299,0.105282,3.238750,0.032503
1774832282,143501,0.105282,3.238750,0.032489
1774832282,207702,0.105282,3.238750,0.032484
1774832282,271934,0.105160,3.238750,0.032464
1774832282,336136,0.105160,3.238750,0.032464
1774832282,400337,0.105038,3.238750,0.032454
1774832282,464569,0.105038,3.238750,0.032454
1774832282,528771,0.105038,3.238750,0.032454
1774832282,592972,0.105038,3.238750,0.032454
1774832282,657204,0.105038,3.238750,0.032454
1774832282,721406,0.105038,3.238750,0.032449
1774832282,785608,0.106137,3.238750,0.032791
1774832282,849840,0.105405,3.238750,0.032542
1774832282,914041,0.105282,3.238750,0.032528
1774832282,978243,0.105282,3.238750,0.032518
1774832283,42475,0.105282,3.238750,0.032503
1774832283,106676,0.105282,3.238750,0.032493
1774832283,170878,0.105282,3.238750,0.032479
1774832283,235110,0.105160,3.238750,0.032469
1774832283,299311,0.105038,3.238750,0.032454
